Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,143.440002,143.440002,143.440002,143.440002,141.649368,0
2023-01-03,145.740005,145.740005,145.740005,145.740005,143.920654,0
2023-01-04,149.279999,149.279999,149.279999,149.279999,147.416458,0
2023-01-05,152.750000,152.750000,152.750000,152.750000,150.843140,0
2023-01-06,152.940002,152.940002,152.940002,152.940002,151.030777,0
2023-01-09,154.020004,154.020004,154.020004,154.020004,152.097290,0
2023-01-10,155.130005,155.130005,155.130005,155.130005,153.193436,0
2023-01-11,155.509995,155.509995,155.509995,155.509995,153.568680,0
2023-01-12,155.440002,155.440002,155.440002,155.440002,153.499557,0
2023-01-13,157.800003,157.800003,157.800003,157.800003,155.830093,0
2023-01-16,157.820007,157.820007,157.820007,157.820007,155.849854,0
2023-01-17,156.559998,156.559998,156.559998,156.559998,154.605576,0
2023-01-18,155.330002,155.330002,155.330002,155.330002,153.390930,0
2023-01-19,156.809998,156.809998,156.809998,156.809998,154.852448,0
2023-01-20,157.669998,157.669998,157.669998,157.669998,155.701721,0
2023-01-23,157.369995,157.369995,157.369995,157.369995,155.405457,0
2023-01-24,157.300003,157.300003,157.300003,157.300003,155.336349,0
2023-01-25,157.929993,157.929993,157.929993,157.929993,155.958466,0
2023-01-26,160.500000,160.500000,160.500000,160.500000,158.496399,0
2023-01-27,160.710007,160.710007,160.710007,160.710007,158.703781,0
2023-01-30,158.050003,158.050003,158.050003,158.050003,156.076981,0
2023-01-31,156.770004,156.770004,156.770004,156.770004,154.812958,0
2023-02-01,157.899994,157.899994,157.899994,157.899994,155.928848,0
2023-02-02,157.699997,157.699997,157.699997,157.699997,155.731339,0
2023-02-03,156.369995,156.369995,156.369995,156.369995,154.417938,0
2023-02-06,154.410004,154.410004,154.410004,154.410004,152.482422,0
2023-02-07,155.509995,155.509995,155.509995,155.509995,153.568680,0
2023-02-08,155.600006,155.600006,155.600006,155.600006,153.657562,0
2023-02-09,155.740005,155.740005,155.740005,155.740005,153.795822,0
2023-02-10,155.100006,155.100006,155.100006,155.100006,153.163803,0
2023-02-13,154.990005,154.990005,154.990005,154.990005,153.055176,0
2023-02-14,154.889999,154.889999,154.889999,154.889999,152.956421,0
2023-02-15,154.119995,154.119995,154.119995,154.119995,152.196030,0
2023-02-16,155.669998,155.669998,155.669998,155.669998,153.726685,0
2023-02-17,153.479996,153.479996,153.479996,153.479996,151.564026,0
2023-02-20,153.869995,153.869995,153.869995,153.869995,151.949158,0
2023-02-21,151.919998,151.919998,151.919998,151.919998,150.023499,0
2023-02-22,151.279999,151.279999,151.279999,151.279999,149.391495,0
2023-02-23,152.610001,152.610001,152.610001,152.610001,150.704895,0
2023-02-24,150.589996,150.589996,150.589996,150.589996,148.710098,0
2023-02-27,149.089996,149.089996,149.089996,149.089996,147.228821,0
2023-02-28,149.149994,149.149994,149.149994,149.149994,147.288071,0
2023-03-01,150.899994,150.899994,150.899994,150.899994,149.016235,0
2023-03-02,151.960007,151.960007,151.960007,151.960007,150.063004,0
2023-03-03,153.660004,153.660004,153.660004,153.660004,151.741791,0
2023-03-06,153.110001,153.110001,153.110001,153.110001,151.198639,0
2023-03-07,153.660004,153.660004,153.660004,153.660004,151.741791,0
2023-03-08,152.770004,152.770004,152.770004,152.770004,150.862900,0
2023-03-09,150.100006,150.100006,150.100006,150.100006,148.226227,0
2023-03-10,146.309998,146.309998,146.309998,146.309998,144.483536,0
2023-03-13,146.789993,146.789993,146.789993,146.789993,144.957535,0
2023-03-14,144.970001,144.970001,144.970001,144.970001,143.160263,0
2023-03-15,147.300003,147.300003,147.300003,147.300003,145.461182,0
2023-03-16,146.089996,146.089996,146.089996,146.089996,144.266281,0
2023-03-17,145.800003,145.800003,145.800003,145.800003,143.979904,0
2023-03-20,143.240005,143.240005,143.240005,143.240005,141.451859,0
2023-03-21,144.690002,144.690002,144.690002,144.690002,142.883759,0
2023-03-22,145.279999,145.279999,145.279999,145.279999,143.466385,0
2023-03-23,146.740005,146.740005,146.740005,146.740005,144.908173,0
2023-03-24,147.460007,147.460007,147.460007,147.460007,145.619186,0
2023-03-27,146.130005,146.130005,146.130005,146.130005,144.305786,0
2023-03-28,147.419998,147.419998,147.419998,147.419998,145.579681,0
2023-03-29,149.059998,149.059998,149.059998,149.059998,147.199203,0
2023-03-30,149.820007,149.820007,149.820007,149.820007,147.949722,0
2023-03-31,150.779999,150.779999,150.779999,150.779999,148.897736,0
2023-04-03,149.410004,149.410004,149.410004,149.410004,147.544846,0
2023-04-04,147.940002,147.940002,147.940002,147.940002,146.093185,0
2023-04-05,148.339996,148.339996,148.339996,148.339996,146.488190,0
2023-04-06,147.380005,147.380005,147.380005,147.380005,145.540176,0
2023-04-11,150.220001,150.220001,150.220001,150.220001,148.344727,0
2023-04-12,148.050003,148.050003,148.050003,148.050003,146.201813,0
2023-04-13,148.089996,148.089996,148.089996,148.089996,146.241302,0
2023-04-14,148.630005,148.630005,148.630005,148.630005,146.774582,0
2023-04-17,150.369995,150.369995,150.369995,150.369995,148.492844,0
2023-04-18,149.309998,149.309998,149.309998,149.309998,147.446075,0
2023-04-19,147.800003,147.800003,147.800003,147.800003,145.954941,0
2023-04-20,147.759995,147.759995,147.759995,147.759995,145.915421,0
2023-04-21,146.389999,146.389999,146.389999,146.389999,144.562531,0
2023-04-24,144.630005,144.630005,144.630005,144.630005,142.824509,0
2023-04-25,142.960007,142.960007,142.960007,142.960007,141.175354,0
2023-04-26,142.600006,142.600006,142.600006,142.600006,140.819855,0
2023-04-27,144.190002,144.190002,144.190002,144.190002,142.389999,0
2023-04-28,143.309998,143.309998,143.309998,143.309998,143.309998,0
2023-05-02,143.210007,143.210007,143.210007,143.210007,143.210007,0
2023-05-03,141.240005,141.240005,141.240005,141.240005,141.240005,0
2023-05-04,142.389999,142.389999,142.389999,142.389999,142.389999,0
2023-05-05,142.899994,142.899994,142.899994,142.899994,142.899994,0
2023-05-08,null,null,null,null,null,null
2023-05-09,143.210007,143.210007,143.210007,143.210007,143.210007,0
2023-05-10,143.350006,143.350006,143.350006,143.350006,143.350006,0
2023-05-11,144.300003,144.300003,144.300003,144.300003,144.300003,0
2023-05-12,144.149994,144.149994,144.149994,144.149994,144.149994,0
2023-05-15,145.470001,145.470001,145.470001,145.470001,145.470001,0
2023-05-16,145.330002,145.330002,145.330002,145.330002,145.330002,0
2023-05-17,145.289993,145.289993,145.289993,145.289993,145.289993,0
2023-05-18,null,null,null,null,null,null
2023-05-19,144.789993,144.789993,144.789993,144.789993,144.789993,0
2023-05-22,145.660004,145.660004,145.660004,145.660004,145.660004,0
2023-05-23,145.190002,145.190002,145.190002,145.190002,145.190002,0
2023-05-24,144.029999,144.029999,144.029999,144.029999,144.029999,0
2023-05-25,143.380005,143.380005,143.380005,143.380005,143.380005,0
2023-05-26,145.300003,145.300003,145.300003,145.300003,145.300003,0
2023-05-29,null,null,null,null,null,null
2023-05-30,144.050003,144.050003,144.050003,144.050003,144.050003,0
2023-05-31,142.949997,142.949997,142.949997,142.949997,142.949997,0
2023-06-01,143.800003,143.800003,143.800003,143.800003,143.800003,0
2023-06-02,148.320007,148.320007,148.320007,148.320007,148.320007,0
2023-06-05,148.440002,148.440002,148.440002,148.440002,148.440002,0
2023-06-06,150.009995,150.009995,150.009995,150.009995,150.009995,0
2023-06-07,150.860001,150.860001,150.860001,150.860001,150.860001,0
2023-06-08,150.289993,150.289993,150.289993,150.289993,150.289993,0
2023-06-09,151.830002,151.830002,151.830002,151.830002,151.830002,0
2023-06-12,152.199997,152.199997,152.199997,152.199997,152.199997,0
2023-06-13,152.789993,152.789993,152.789993,152.789993,152.789993,0
2023-06-14,151.839996,151.839996,151.839996,151.839996,151.839996,0
2023-06-15,153.369995,153.369995,153.369995,153.369995,153.369995,0
2023-06-16,153.919998,153.919998,153.919998,153.919998,153.919998,0
2023-06-19,152.639999,152.639999,152.639999,152.639999,152.639999,0
2023-06-20,150.690002,150.690002,150.690002,150.690002,150.690002,0
2023-06-21,148.089996,148.089996,148.089996,148.089996,148.089996,0
2023-06-22,147.399994,147.399994,147.399994,147.399994,147.399994,0
2023-06-23,147.059998,147.059998,147.059998,147.059998,147.059998,0
2023-06-26,146.800003,146.800003,146.800003,146.800003,146.800003,0
2023-06-27,147.559998,147.559998,147.559998,147.559998,147.559998,0
2023-06-28,148.160004,148.160004,148.160004,148.160004,148.160004,0
2023-06-29,146.860001,146.860001,146.860001,146.860001,146.860001,0
2023-06-30,147.279999,147.279999,147.279999,147.279999,147.279999,0
