Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,79.309998,79.309998,79.309998,79.309998,79.309998,0
2023-01-03,79.629997,79.629997,79.629997,79.629997,79.629997,0
2023-01-04,79.830002,79.830002,79.830002,79.830002,79.830002,0
2023-01-05,78.980003,78.980003,78.980003,78.980003,78.980003,0
2023-01-06,80.209999,80.209999,80.209999,80.209999,80.209999,0
2023-01-09,80.330002,80.330002,80.330002,80.330002,80.330002,0
2023-01-10,80.720001,80.720001,80.720001,80.720001,80.720001,0
2023-01-11,81.720001,81.720001,81.720001,81.720001,81.720001,0
2023-01-12,82.019997,82.019997,82.019997,82.019997,82.019997,0
2023-01-13,82.430000,82.430000,82.430000,82.430000,82.430000,0
2023-01-16,82.389999,82.389999,82.389999,82.389999,82.389999,0
2023-01-17,82.680000,82.680000,82.680000,82.680000,82.680000,0
2023-01-18,82.239998,82.239998,82.239998,82.239998,82.239998,0
2023-01-19,80.669998,80.669998,80.669998,80.669998,80.669998,0
2023-01-20,81.150002,81.150002,81.150002,81.150002,81.150002,0
2023-01-23,82.070000,82.070000,82.070000,82.070000,82.070000,0
2023-01-24,82.029999,82.029999,82.029999,82.029999,82.029999,0
2023-01-25,81.730003,81.730003,81.730003,81.730003,81.730003,0
2023-01-26,82.480003,82.480003,82.480003,82.480003,82.480003,0
2023-01-27,82.800003,82.800003,82.800003,82.800003,82.800003,0
2023-01-30,82.029999,82.029999,82.029999,82.029999,82.029999,0
2023-01-31,82.669998,82.669998,82.669998,82.669998,82.669998,0
2023-02-01,83.300003,83.300003,83.300003,83.300003,83.300003,0
2023-02-02,84.040001,84.040001,84.040001,84.040001,84.040001,0
2023-02-03,83.690002,83.690002,83.690002,83.690002,83.690002,0
2023-02-06,83.540001,83.540001,83.540001,83.540001,83.540001,0
2023-02-07,84.129997,84.129997,84.129997,84.129997,84.129997,0
2023-02-08,83.370003,83.370003,83.370003,83.370003,83.370003,0
2023-02-09,82.989998,82.989998,82.989998,82.989998,82.989998,0
2023-02-10,83.010002,83.010002,83.010002,83.010002,83.010002,0
2023-02-13,83.050003,83.050003,83.050003,83.050003,83.050003,0
2023-02-14,82.989998,82.989998,82.989998,82.989998,82.989998,0
2023-02-15,83.489998,83.489998,83.489998,83.489998,83.489998,0
2023-02-16,83.150002,83.150002,83.150002,83.150002,83.150002,0
