Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,35.259998,35.290001,33.930000,33.970001,33.451195,176400
2023-01-04,33.950001,34.369999,33.580002,33.970001,33.451195,250000
2023-01-05,33.849998,34.040001,33.439999,33.470001,32.958832,143100
2023-01-06,33.919998,34.750000,33.919998,34.529999,34.002640,181900
2023-01-09,34.650002,34.650002,33.939999,34.070000,33.549671,143400
2023-01-10,34.240002,34.480000,34.000000,34.259998,33.736767,191400
2023-01-11,34.450001,35.240002,34.450001,34.830002,34.298061,166500
2023-01-12,34.950001,35.560001,34.689999,35.389999,34.849506,112500
2023-01-13,35.349998,36.200001,35.250000,36.040001,35.489586,110900
2023-01-17,35.950001,36.810001,35.759998,36.610001,36.050877,144200
2023-01-18,36.680000,37.160000,35.750000,35.750000,35.204010,137700
2023-01-19,35.730000,36.180000,35.500000,35.720001,35.174469,108000
2023-01-20,36.080002,36.220001,35.220001,35.799999,35.253250,135400
2023-01-23,35.820000,36.340000,35.580002,35.860001,35.312325,97500
2023-01-24,35.709999,36.189999,35.560001,35.830002,35.282791,82500
2023-01-25,35.939999,36.490002,35.459999,36.470001,35.913013,149700
2023-01-26,36.580002,36.970001,35.950001,36.959999,36.395527,111100
2023-01-27,36.840000,37.099998,36.080002,36.090000,35.538818,103700
2023-01-30,36.110001,36.369999,35.560001,35.730000,35.184315,131300
2023-01-31,35.889999,37.000000,35.849998,36.779999,36.218277,168600
2023-02-01,36.610001,37.520000,36.439999,37.220001,36.651562,184800
2023-02-02,37.150002,37.740002,36.849998,37.639999,37.065144,139200
2023-02-03,37.639999,38.200001,37.310001,37.860001,37.281788,198600
2023-02-06,37.830002,38.660000,37.830002,38.630001,38.040024,162100
2023-02-07,38.369999,38.700001,38.070000,38.490002,37.902164,158700
2023-02-08,38.220001,38.450001,37.849998,37.950001,37.370411,211700
2023-02-09,38.169998,38.509998,37.139999,37.240002,36.671253,140000
2023-02-10,37.349998,38.180000,37.320000,38.060001,37.478729,98600
2023-02-13,38.189999,38.380001,37.799999,38.330002,37.744606,132300
2023-02-14,38.320000,38.650002,37.599998,37.900002,37.321175,242200
2023-02-15,39.169998,43.880001,38.900002,43.580002,42.914429,538500
2023-02-16,43.480000,45.720001,42.750000,44.740002,44.056713,508500
2023-02-17,44.779999,45.250000,44.009998,45.209999,44.519531,286100
2023-02-21,44.779999,44.930000,43.880001,44.419998,43.741596,289300
2023-02-22,44.709999,44.900002,43.860001,44.160000,43.485565,324700
2023-02-23,44.270000,45.040001,43.830002,44.240002,43.564350,249700
2023-02-24,44.040001,45.450001,43.689999,45.439999,44.746017,290600
2023-02-27,45.619999,45.990002,44.759998,45.279999,44.588463,192700
2023-02-28,45.259998,46.130001,44.980000,45.630001,44.933117,592000
2023-03-01,45.630001,46.060001,45.360001,46.040001,45.336857,235200
2023-03-02,45.750000,46.480000,45.500000,46.400002,45.691357,312100
2023-03-03,46.310001,46.480000,45.730000,46.320000,45.612576,234100
2023-03-06,45.820000,45.889999,44.130001,44.349998,43.672661,266600
2023-03-07,44.480000,44.480000,43.340000,43.910000,43.239384,266200
2023-03-08,44.000000,44.490002,43.509998,44.459999,43.780983,182800
2023-03-09,44.470001,44.560001,43.340000,43.410000,42.747021,171900
2023-03-10,43.200001,43.259998,41.320000,41.720001,41.082836,228200
2023-03-13,41.049999,41.330002,39.740002,40.020000,39.408794,272200
2023-03-14,41.060001,42.000000,40.330002,41.020000,40.393524,273900
2023-03-15,39.959999,40.439999,38.520000,39.590000,38.985363,342600
2023-03-16,38.919998,39.730000,38.040001,39.680000,39.073990,257000
2023-03-17,39.360001,39.540001,37.439999,38.150002,37.567356,1053300
2023-03-20,38.500000,39.970001,38.020000,39.169998,38.571774,459200
2023-03-21,40.020000,40.360001,39.490002,40.290001,39.674675,362600
2023-03-22,40.279999,40.830002,39.580002,39.590000,38.985363,224500
2023-03-23,39.799999,40.450001,38.869999,39.209999,38.611168,247500
