Class,7  Li  [ No Gas ] ,9  Be  [ No Gas ] ,11  B  [ No Gas ] ,23  Na  [ He ] ,24  Mg  [ He ] ,27  Al  [ He ] ,28  Si  [ He ] ,31  P  [ He ] ,39  K  [ He ] ,44  Ca  [ He ] ,47  Ti  [ He ] ,51  V  [ He ] ,52  Cr  [ He ] ,55  Mn  [ He ] ,56  Fe  [ He ] ,59  Co  [ He ] ,60  Ni  [ He ] ,63  Cu  [ He ] ,66  Zn  [ He ] ,71  Ga  [ He ] ,72  Ge  [ He ] ,75  As  [ He ] ,78  Se  [ He ] ,85  Rb  [ He ] ,88  Sr  [ He ] ,93  Nb  [ He ] ,95  Mo  [ He ] ,107  Ag  [ He ] ,111  Cd  [ He ] ,133  Cs  [ He ] ,135  Ba  [ He ] ,181  Ta  [ He ] ,182  W  [ He ] ,205  Tl  [ He ] ,206  [Pb]  [ He ] ,207  [Pb]  [ He ] ,208  Pb  [ He ] 
Scotland,37.80 ,0.60 ,1005.30 ,3189328.50 ,1223080.50 ,1496.70 ,441354.00 ,11281444.50 ,14840939.70 ,79425.90 ,1081.20 ,16.20 ,64.20 ,191.10 ,5526.60 ,9.00 ,52.50 ,1059.00 ,9849.90 ,0.00 ,0.30 ,1094.70 ,814.50 ,3549.00 ,2019.90 ,0.30 ,8.70 ,1.20 ,0.30 ,86.40 ,61.20 ,6.00 ,1.20 ,0.30 ,2.40 ,2.10 ,2.40 
Scotland,35.40 ,0.60 ,864.00 ,3477483.60 ,1347897.30 ,862.80 ,514038.90 ,12639660.00 ,17205711.90 ,88821.60 ,912.30 ,10.20 ,15.90 ,241.80 ,7959.90 ,10.50 ,81.90 ,1282.20 ,10945.20 ,0.30 ,0.30 ,1822.80 ,894.30 ,4181.40 ,1640.10 ,0.60 ,9.60 ,0.90 ,2.70 ,104.40 ,71.40 ,4.20 ,1.50 ,0.30 ,1.80 ,1.50 ,1.80 
Scotland,38.10 ,0.60 ,798.90 ,2608831.50 ,1118723.40 ,780.30 ,402230.40 ,10805783.10 ,14378966.10 ,82861.80 ,810.90 ,9.90 ,25.20 ,210.90 ,5340.90 ,10.80 ,257.70 ,1159.80 ,9659.40 ,0.30 ,0.30 ,1398.30 ,794.10 ,3605.70 ,1851.90 ,0.30 ,9.60 ,4.80 ,1.20 ,84.00 ,65.70 ,6.00 ,0.90 ,0.30 ,3.90 ,3.90 ,3.90 
Scotland,26.40 ,0.60 ,583.80 ,2727617.70 ,1312694.10 ,762.60 ,466520.70 ,13235747.10 ,16924294.20 ,61700.10 ,882.30 ,12.60 ,50.70 ,177.30 ,6130.20 ,12.30 ,11.40 ,1104.00 ,11054.70 ,0.00 ,0.00 ,1317.60 ,962.40 ,4071.30 ,1138.50 ,0.00 ,10.20 ,0.90 ,0.00 ,103.20 ,28.20 ,6.30 ,1.20 ,0.60 ,4.50 ,4.50 ,4.50 
Scotland,24.90 ,0.30 ,528.00 ,2580144.60 ,1184787.60 ,3323.10 ,120719.40 ,9436089.00 ,13416440.40 ,57136.50 ,1278.00 ,9.90 ,57.30 ,197.70 ,7116.60 ,10.20 ,12.60 ,1176.00 ,10137.90 ,0.00 ,0.30 ,1305.00 ,775.20 ,3512.70 ,1345.50 ,0.90 ,16.20 ,0.00 ,0.60 ,93.60 ,18.60 ,1.80 ,0.90 ,0.30 ,1.50 ,2.10 ,1.80 
Scotland,23.70 ,0.60 ,543.60 ,2138251.20 ,1007597.10 ,908.70 ,476903.70 ,9975700.20 ,13001606.40 ,57374.40 ,819.60 ,10.80 ,55.50 ,162.00 ,4846.50 ,7.20 ,60.60 ,798.00 ,7371.60 ,0.00 ,0.30 ,1492.50 ,670.20 ,3070.80 ,1089.90 ,0.00 ,6.90 ,3.90 ,0.30 ,81.30 ,19.80 ,6.00 ,1.50 ,0.30 ,1.80 ,1.80 ,1.80 
Scotland,21.30 ,0.00 ,458.10 ,1906296.30 ,926484.30 ,628.80 ,109275.00 ,7445102.40 ,10140936.90 ,51763.20 ,658.50 ,10.80 ,78.30 ,137.40 ,4496.40 ,8.10 ,154.80 ,1054.80 ,8150.40 ,0.30 ,0.00 ,1429.50 ,610.80 ,2664.90 ,1126.20 ,0.60 ,12.00 ,0.00 ,0.30 ,72.30 ,79.50 ,3.00 ,0.60 ,0.30 ,0.00 ,0.30 ,0.00 
Scotland,17.10 ,0.30 ,565.80 ,1729610.40 ,859993.80 ,2496.30 ,57338.40 ,8112412.20 ,10741924.80 ,80350.80 ,1185.00 ,13.80 ,34.50 ,180.30 ,5459.10 ,8.40 ,156.00 ,1185.30 ,9378.60 ,0.30 ,0.00 ,788.10 ,604.50 ,2739.00 ,1320.90 ,4.80 ,12.60 ,0.60 ,2.40 ,69.00 ,72.90 ,4.50 ,0.30 ,0.30 ,8.40 ,8.40 ,8.40 
Scotland,21.00 ,0.30 ,587.10 ,2365512.30 ,1144896.30 ,1500.90 ,65663.10 ,11041313.70 ,14279205.60 ,63014.70 ,932.70 ,14.10 ,36.30 ,196.20 ,7589.10 ,11.70 ,85.50 ,1483.80 ,12042.30 ,0.00 ,0.00 ,1347.00 ,777.00 ,3744.30 ,1025.70 ,1.50 ,15.00 ,0.30 ,0.60 ,96.00 ,39.60 ,3.00 ,0.30 ,0.60 ,7.20 ,7.20 ,6.90 
Scotland,26.40 ,0.30 ,694.80 ,2353155.90 ,1041855.00 ,802.20 ,67141.80 ,9561187.20 ,12712730.70 ,74562.60 ,680.10 ,10.80 ,21.00 ,191.40 ,5858.10 ,11.40 ,806.40 ,4428.90 ,11041.80 ,0.00 ,0.00 ,1193.70 ,780.00 ,3276.60 ,1260.90 ,1.80 ,10.80 ,0.30 ,1.20 ,80.40 ,128.10 ,3.30 ,0.30 ,0.30 ,9.00 ,9.30 ,9.00 
Scotland,49.80 ,0.30 ,1227.90 ,3019774.50 ,1255874.70 ,805.20 ,59831.70 ,11830532.70 ,15614229.90 ,172594.50 ,682.80 ,21.30 ,17.40 ,291.90 ,7996.80 ,15.30 ,92.70 ,1290.60 ,12626.40 ,0.30 ,0.00 ,1426.50 ,940.80 ,4406.10 ,4099.80 ,2.70 ,15.90 ,0.00 ,0.60 ,97.20 ,79.80 ,4.20 ,0.30 ,0.60 ,9.90 ,10.20 ,10.20 
Scotland,29.10 ,0.30 ,763.20 ,2349533.40 ,886363.80 ,1608.90 ,61909.80 ,7754019.30 ,10251837.00 ,80200.80 ,894.90 ,13.20 ,64.50 ,184.80 ,5607.60 ,7.50 ,154.50 ,780.90 ,8642.70 ,0.30 ,0.00 ,945.30 ,582.90 ,2688.90 ,1483.80 ,2.10 ,13.20 ,0.90 ,0.90 ,63.60 ,48.60 ,3.30 ,0.30 ,0.30 ,14.10 ,13.50 ,13.80 
Scotland,34.80 ,0.30 ,819.00 ,2327702.40 ,1098982.20 ,561.00 ,2138.40 ,10692638.70 ,13243568.10 ,127340.40 ,732.30 ,12.90 ,59.10 ,182.40 ,6156.60 ,8.40 ,185.10 ,1752.00 ,9653.40 ,0.60 ,0.90 ,1137.60 ,812.10 ,3300.00 ,1536.90 ,37.20 ,15.30 ,0.00 ,0.30 ,86.70 ,39.00 ,28.50 ,5.70 ,0.30 ,0.60 ,1.20 ,0.90 
Scotland,23.40 ,0.30 ,735.90 ,2234600.70 ,911614.80 ,702.60 ,64286.10 ,8138748.00 ,10676420.70 ,75669.00 ,568.80 ,12.00 ,38.40 ,182.10 ,4526.10 ,7.80 ,101.40 ,824.70 ,9140.10 ,0.00 ,0.00 ,957.60 ,637.20 ,2851.50 ,1471.50 ,2.10 ,12.00 ,0.00 ,0.60 ,67.80 ,39.60 ,3.60 ,0.30 ,0.30 ,7.20 ,6.60 ,6.90 
Scotland,14.40 ,0.00 ,411.30 ,1372104.60 ,829719.60 ,1338.60 ,33740.40 ,8211816.60 ,10014729.60 ,79791.30 ,657.30 ,7.50 ,23.10 ,157.80 ,13662.00 ,7.50 ,61.80 ,765.90 ,7321.50 ,0.60 ,0.90 ,959.70 ,596.40 ,2621.70 ,769.50 ,17.10 ,10.20 ,0.00 ,0.30 ,65.40 ,37.80 ,13.20 ,2.10 ,0.30 ,3.00 ,2.10 ,2.10 
Scotland,28.80 ,0.30 ,900.60 ,2542457.10 ,1065444.30 ,661.20 ,64867.50 ,9151030.80 ,11787492.60 ,117002.10 ,590.70 ,12.90 ,42.60 ,221.70 ,5373.90 ,9.00 ,87.00 ,881.10 ,9534.90 ,0.00 ,0.00 ,1281.90 ,733.80 ,3124.20 ,2290.80 ,3.60 ,14.10 ,0.00 ,0.60 ,78.00 ,46.20 ,4.80 ,0.30 ,0.30 ,9.00 ,9.30 ,9.00 
Scotland,21.60 ,0.30 ,713.10 ,2179963.50 ,1203641.10 ,985.20 ,38354.40 ,10289121.00 ,13670918.10 ,95804.40 ,717.90 ,15.30 ,49.80 ,194.70 ,5408.10 ,7.50 ,99.30 ,876.00 ,9811.20 ,0.30 ,0.30 ,1514.40 ,793.20 ,3767.70 ,1515.60 ,48.90 ,16.80 ,0.30 ,0.60 ,96.60 ,86.70 ,43.50 ,6.60 ,0.60 ,7.20 ,7.50 ,7.20 
Scotland,32.40 ,0.00 ,1033.20 ,2503979.70 ,1165007.10 ,1094.10 ,32205.30 ,9939782.10 ,12813162.60 ,113637.30 ,645.60 ,16.80 ,45.60 ,220.80 ,5450.40 ,9.90 ,128.70 ,1102.20 ,10152.60 ,0.30 ,0.60 ,1332.90 ,774.90 ,3427.20 ,2398.50 ,76.80 ,20.10 ,0.60 ,1.50 ,86.40 ,44.10 ,65.40 ,9.00 ,0.60 ,18.00 ,17.70 ,18.00 
Scotland,15.00 ,0.30 ,533.70 ,1988786.70 ,779662.20 ,2698.50 ,161197.20 ,7107890.40 ,9335145.00 ,103089.90 ,737.10 ,10.50 ,23.40 ,175.80 ,4218.60 ,6.00 ,14.40 ,1771.50 ,7296.00 ,0.30 ,0.30 ,1013.10 ,475.50 ,2518.80 ,1311.90 ,3.60 ,7.20 ,0.60 ,0.30 ,61.50 ,29.70 ,3.90 ,0.30 ,0.30 ,0.30 ,0.30 ,0.30 
Scotland,26.70 ,0.00 ,674.40 ,2033415.30 ,754558.50 ,843.00 ,57482.70 ,6968238.60 ,8804669.70 ,100443.00 ,581.40 ,12.00 ,52.50 ,165.00 ,5226.00 ,6.90 ,94.50 ,804.30 ,7601.70 ,0.00 ,0.00 ,1134.30 ,552.90 ,2428.80 ,1971.60 ,6.00 ,12.30 ,0.30 ,0.30 ,58.50 ,44.40 ,7.20 ,0.30 ,0.30 ,7.50 ,7.20 ,7.20 
Scotland,20.70 ,0.30 ,530.70 ,2218725.00 ,1138180.50 ,481.80 ,59032.50 ,10932562.20 ,14025136.20 ,81936.90 ,594.90 ,10.80 ,26.10 ,216.60 ,7187.10 ,9.60 ,84.60 ,1087.80 ,10029.00 ,0.30 ,0.00 ,1511.10 ,861.30 ,3616.80 ,1321.50 ,6.00 ,15.90 ,0.60 ,0.30 ,94.50 ,42.00 ,6.90 ,0.00 ,0.30 ,8.10 ,8.10 ,8.10 
Scotland,65.10 ,0.30 ,652.20 ,2186881.50 ,909396.30 ,772.20 ,69141.00 ,8145300.00 ,10628028.60 ,72291.30 ,596.40 ,8.10 ,18.00 ,175.50 ,5055.30 ,7.80 ,102.90 ,1021.50 ,8704.50 ,0.00 ,0.00 ,1242.60 ,636.30 ,2845.20 ,1489.50 ,1.50 ,11.10 ,0.00 ,0.60 ,72.30 ,36.60 ,3.00 ,0.30 ,0.30 ,15.00 ,15.00 ,15.00 
Scotland,18.30 ,0.30 ,567.60 ,1938030.60 ,937764.60 ,1313.40 ,65322.30 ,9084518.40 ,11950026.90 ,74603.70 ,859.50 ,11.40 ,70.50 ,191.10 ,5030.70 ,9.30 ,103.80 ,845.70 ,8964.60 ,0.00 ,0.00 ,981.90 ,676.80 ,3184.50 ,1145.70 ,2.40 ,11.70 ,0.00 ,0.60 ,77.40 ,34.20 ,3.90 ,0.30 ,0.30 ,12.30 ,12.30 ,12.30 
Scotland,9.00 ,0.00 ,528.90 ,1779417.90 ,950038.80 ,1799.10 ,188566.50 ,8616010.80 ,11185554.90 ,119683.50 ,837.90 ,10.50 ,21.90 ,205.50 ,5172.60 ,8.40 ,145.50 ,1317.90 ,8609.40 ,0.60 ,0.60 ,1037.40 ,626.70 ,3015.90 ,1307.70 ,1.80 ,7.20 ,0.30 ,0.30 ,73.20 ,48.30 ,3.00 ,0.60 ,0.30 ,0.30 ,0.60 ,0.60 
Scotland,12.60 ,0.30 ,470.70 ,1548475.20 ,762266.10 ,2067.30 ,58590.90 ,7741880.70 ,9794143.80 ,67116.00 ,1082.10 ,9.30 ,29.70 ,189.60 ,5620.20 ,7.50 ,90.30 ,741.60 ,7499.70 ,0.00 ,0.00 ,1064.70 ,575.40 ,2582.70 ,1038.60 ,3.90 ,9.60 ,1.20 ,0.60 ,63.60 ,84.00 ,4.80 ,0.30 ,0.30 ,9.00 ,9.30 ,9.00 
Scotland,13.20 ,0.00 ,600.90 ,2091247.50 ,1037167.20 ,1596.00 ,138971.40 ,9939060.30 ,12885920.70 ,99234.30 ,825.30 ,11.70 ,23.40 ,201.00 ,6653.40 ,9.00 ,40.20 ,951.00 ,8770.20 ,0.30 ,0.60 ,1163.70 ,754.50 ,3400.20 ,1205.70 ,4.50 ,10.50 ,0.00 ,0.30 ,81.90 ,28.80 ,5.40 ,0.00 ,0.30 ,0.60 ,0.30 ,0.30 
Scotland,24.60 ,0.30 ,794.10 ,2152475.10 ,1024363.50 ,1376.70 ,66246.00 ,9370371.00 ,12392282.40 ,93514.50 ,834.60 ,12.90 ,23.70 ,216.30 ,5573.10 ,9.30 ,87.00 ,884.10 ,9518.40 ,0.00 ,0.00 ,981.90 ,712.50 ,3209.40 ,1631.40 ,2.40 ,10.20 ,0.30 ,0.60 ,80.70 ,77.40 ,3.30 ,0.30 ,0.00 ,7.20 ,7.50 ,7.20 
Scotland,18.60 ,0.30 ,516.90 ,2143061.70 ,1107945.30 ,492.00 ,63265.50 ,11217223.20 ,14730396.30 ,74347.80 ,621.90 ,9.00 ,32.40 ,179.10 ,6131.40 ,9.30 ,10.80 ,1024.20 ,10296.60 ,0.00 ,0.00 ,1461.60 ,896.70 ,3903.30 ,1111.20 ,4.20 ,13.80 ,0.30 ,0.30 ,95.10 ,64.80 ,5.70 ,0.00 ,0.30 ,2.10 ,1.80 ,2.10 
Scotland,16.20 ,0.30 ,536.10 ,1882049.70 ,925914.90 ,711.60 ,63684.30 ,8706030.30 ,11090119.80 ,90450.90 ,595.50 ,9.30 ,72.60 ,216.60 ,5995.20 ,7.80 ,92.40 ,942.60 ,8699.70 ,0.30 ,0.00 ,1449.90 ,724.20 ,2910.60 ,1389.30 ,3.00 ,12.00 ,0.00 ,0.60 ,72.60 ,63.90 ,4.50 ,0.30 ,0.30 ,10.20 ,10.50 ,10.50 
Scotland,30.30 ,0.00 ,866.10 ,2739666.60 ,1326564.90 ,755.70 ,35792.40 ,11831282.10 ,15175243.20 ,76794.30 ,615.60 ,9.60 ,48.90 ,218.10 ,5983.50 ,9.60 ,85.20 ,1035.90 ,10880.40 ,0.30 ,0.60 ,1335.30 ,946.80 ,3929.40 ,1214.70 ,39.00 ,21.90 ,0.60 ,0.60 ,96.60 ,47.40 ,37.20 ,5.40 ,0.60 ,6.90 ,6.60 ,6.60 
Scotland,22.20 ,0.30 ,723.30 ,2243743.50 ,1018806.30 ,827.10 ,56765.70 ,9828612.00 ,12337941.60 ,93254.10 ,696.00 ,11.10 ,59.70 ,194.10 ,5527.80 ,10.20 ,85.50 ,864.00 ,9588.60 ,0.00 ,0.00 ,1392.90 ,831.00 ,3231.60 ,1459.20 ,5.40 ,10.80 ,1.20 ,0.60 ,79.50 ,92.40 ,6.60 ,0.30 ,0.30 ,9.60 ,9.60 ,9.60 
Scotland,25.80 ,0.00 ,652.20 ,2304967.20 ,1262463.00 ,696.30 ,60525.00 ,12586103.70 ,16948120.80 ,103152.30 ,685.80 ,13.50 ,38.10 ,225.00 ,7753.20 ,11.10 ,93.90 ,1257.30 ,11996.10 ,0.00 ,0.00 ,1220.40 ,985.80 ,4207.50 ,1374.00 ,4.80 ,16.20 ,0.60 ,0.60 ,111.00 ,106.80 ,6.30 ,0.00 ,0.30 ,9.00 ,9.00 ,9.30 
Scotland,29.70 ,0.00 ,1079.40 ,2819692.50 ,1193214.60 ,1473.00 ,108647.70 ,10526913.90 ,13502395.80 ,196565.10 ,785.40 ,12.60 ,93.90 ,237.00 ,6465.60 ,12.60 ,21.90 ,873.30 ,10781.10 ,1.20 ,0.90 ,1258.50 ,815.70 ,3837.30 ,3273.90 ,7.20 ,17.40 ,0.00 ,0.00 ,87.00 ,45.30 ,6.90 ,0.30 ,0.60 ,0.30 ,0.90 ,0.60 
Scotland,24.00 ,0.30 ,948.90 ,2481502.80 ,1090059.60 ,565.20 ,161089.50 ,9625024.20 ,12954597.30 ,176644.50 ,793.20 ,21.90 ,229.20 ,205.80 ,6704.70 ,12.00 ,14.70 ,818.10 ,10083.00 ,0.30 ,0.60 ,1099.20 ,771.30 ,3741.60 ,2899.50 ,3.90 ,35.70 ,0.00 ,0.30 ,82.20 ,48.60 ,4.20 ,0.00 ,0.60 ,0.30 ,0.90 ,0.90 
Scotland,10.50 ,0.30 ,501.00 ,2046706.50 ,1072480.50 ,2425.50 ,187431.60 ,10107582.30 ,14166609.00 ,89562.00 ,905.40 ,13.20 ,75.00 ,156.30 ,6559.50 ,11.40 ,12.00 ,813.30 ,9605.40 ,0.90 ,0.90 ,1020.30 ,730.20 ,3737.10 ,901.80 ,2.70 ,21.90 ,0.00 ,0.00 ,89.70 ,61.50 ,3.00 ,0.60 ,0.30 ,0.30 ,0.00 ,0.00 
Scotland,26.40 ,0.00 ,806.10 ,1990919.40 ,1002060.00 ,1268.70 ,233523.30 ,9193237.80 ,12347787.00 ,134289.60 ,842.40 ,9.90 ,10.80 ,139.80 ,5892.60 ,11.70 ,88.20 ,1077.90 ,9843.30 ,0.90 ,0.60 ,852.00 ,698.10 ,3277.20 ,1224.60 ,1.50 ,8.10 ,0.00 ,9.00 ,81.30 ,241.50 ,2.70 ,0.90 ,0.30 ,0.30 ,0.90 ,0.60 
Scotland,5.40 ,0.30 ,368.70 ,1432360.20 ,804395.70 ,5479.50 ,181385.40 ,7374607.80 ,9380051.10 ,101589.90 ,750.30 ,12.60 ,45.30 ,193.80 ,5256.90 ,8.70 ,22.50 ,537.00 ,7846.20 ,1.20 ,1.20 ,1074.90 ,542.10 ,2652.30 ,1182.30 ,2.10 ,8.40 ,0.00 ,0.00 ,60.90 ,57.00 ,3.30 ,0.60 ,0.30 ,0.30 ,0.30 ,0.00 
Scotland,19.50 ,0.00 ,782.70 ,2390655.00 ,1087303.20 ,5054.10 ,173423.40 ,9500772.00 ,12782502.00 ,117441.60 ,971.40 ,13.80 ,66.90 ,138.60 ,6457.20 ,12.30 ,107.70 ,1192.80 ,10068.30 ,0.60 ,0.30 ,962.10 ,728.10 ,3425.10 ,1607.40 ,2.40 ,15.90 ,0.00 ,0.90 ,83.40 ,141.90 ,2.70 ,0.30 ,0.30 ,5.10 ,5.10 ,4.80 
Scotland,12.30 ,0.00 ,573.00 ,1903304.40 ,1055324.10 ,767.70 ,175705.50 ,9861491.70 ,13406069.10 ,117950.10 ,885.90 ,10.20 ,311.10 ,218.10 ,7699.50 ,11.40 ,19.20 ,791.70 ,9876.30 ,0.90 ,0.30 ,1301.40 ,780.30 ,3689.70 ,1399.80 ,3.60 ,14.70 ,0.30 ,0.00 ,82.50 ,47.70 ,4.20 ,0.30 ,0.30 ,0.60 ,0.60 ,0.60 
Scotland,15.30 ,0.00 ,620.40 ,1938635.70 ,972409.20 ,917.40 ,133628.40 ,8992404.60 ,11715573.60 ,134534.10 ,748.20 ,8.70 ,108.60 ,247.80 ,5666.40 ,11.10 ,16.80 ,630.60 ,8801.10 ,0.90 ,0.30 ,1282.80 ,691.80 ,3378.60 ,1663.20 ,5.40 ,12.60 ,0.00 ,0.30 ,73.80 ,73.50 ,5.40 ,0.30 ,0.60 ,16.50 ,17.70 ,17.10 
Scotland,26.10 ,0.00 ,866.40 ,2307629.40 ,1040818.50 ,1349.10 ,114053.40 ,8362978.20 ,11701405.80 ,104858.40 ,536.70 ,13.20 ,75.60 ,202.80 ,5387.70 ,8.40 ,21.60 ,651.30 ,8980.80 ,0.30 ,0.30 ,1234.50 ,691.50 ,2879.10 ,2518.20 ,5.70 ,10.20 ,0.30 ,0.00 ,70.50 ,66.60 ,4.50 ,0.30 ,0.30 ,1.20 ,1.20 ,1.20 
Scotland,10.50 ,0.00 ,493.80 ,1630764.00 ,848669.70 ,1621.80 ,204838.80 ,7753302.90 ,10367411.40 ,107600.70 ,789.00 ,6.00 ,24.90 ,215.10 ,5835.90 ,9.30 ,18.30 ,744.00 ,8205.00 ,0.90 ,0.90 ,1198.50 ,588.30 ,2970.90 ,1400.70 ,1.80 ,10.50 ,1.80 ,1.20 ,66.00 ,49.20 ,3.00 ,0.30 ,0.30 ,0.00 ,0.30 ,0.30 
Scotland,19.20 ,0.00 ,626.10 ,1744204.80 ,791793.90 ,914.40 ,63403.80 ,7601922.60 ,9471333.30 ,101107.20 ,611.40 ,11.10 ,19.80 ,166.50 ,4560.60 ,7.50 ,45.30 ,634.50 ,7461.00 ,0.60 ,0.60 ,1135.20 ,537.00 ,2535.30 ,1452.30 ,12.00 ,6.00 ,0.30 ,0.00 ,58.80 ,36.30 ,10.20 ,1.50 ,0.30 ,0.60 ,0.90 ,0.60 
Scotland,12.90 ,0.00 ,429.00 ,1425981.00 ,782827.20 ,1206.60 ,135609.90 ,7097567.40 ,9261609.00 ,94006.50 ,610.20 ,7.50 ,61.20 ,188.70 ,4491.30 ,6.60 ,14.10 ,582.30 ,7224.30 ,0.60 ,0.60 ,1084.50 ,467.40 ,2565.30 ,1035.30 ,2.40 ,8.40 ,0.00 ,0.30 ,60.90 ,36.00 ,1.50 ,0.30 ,0.30 ,0.00 ,0.30 ,0.30 
Scotland,21.30 ,0.00 ,624.90 ,2076142.80 ,1005755.70 ,1305.00 ,71789.70 ,9514750.80 ,11980761.90 ,102504.00 ,738.30 ,8.40 ,14.40 ,238.80 ,4976.10 ,9.30 ,18.30 ,714.60 ,9279.60 ,1.50 ,0.60 ,1257.90 ,702.60 ,3340.50 ,1312.20 ,10.80 ,11.10 ,0.30 ,0.00 ,78.90 ,47.10 ,8.70 ,1.20 ,0.30 ,0.00 ,0.30 ,0.00 
Scotland,9.00 ,0.00 ,439.50 ,1563659.70 ,807906.00 ,1482.30 ,176165.40 ,7416690.90 ,9895687.50 ,89337.90 ,738.30 ,8.70 ,29.40 ,154.50 ,3876.60 ,8.40 ,22.50 ,591.90 ,7315.80 ,0.60 ,0.60 ,1052.40 ,552.00 ,2770.80 ,1106.70 ,2.70 ,9.60 ,0.00 ,0.30 ,62.10 ,29.70 ,3.30 ,0.60 ,0.30 ,0.30 ,0.30 ,0.30 
Scotland,29.70 ,0.30 ,790.80 ,2030706.30 ,1024863.90 ,1172.40 ,14177.70 ,10060219.50 ,12062829.00 ,133581.90 ,687.90 ,15.30 ,48.30 ,228.90 ,5249.10 ,10.20 ,17.10 ,664.50 ,9240.00 ,0.90 ,0.60 ,1155.00 ,713.10 ,3373.80 ,1666.20 ,23.70 ,15.90 ,0.30 ,0.60 ,76.20 ,41.10 ,17.10 ,3.60 ,0.60 ,5.40 ,5.40 ,5.10 
Scotland,15.00 ,0.00 ,603.90 ,1923466.20 ,1016113.20 ,11655.00 ,153934.20 ,9074148.30 ,12027537.90 ,115212.00 ,851.40 ,13.50 ,17.70 ,185.10 ,4979.70 ,11.10 ,23.10 ,711.00 ,9479.70 ,2.10 ,0.30 ,956.40 ,684.30 ,3414.60 ,1486.20 ,3.90 ,8.40 ,0.30 ,0.30 ,74.70 ,52.80 ,4.20 ,0.00 ,0.30 ,3.00 ,2.40 ,2.40 
Scotland,21.30 ,0.00 ,667.50 ,2278557.90 ,1223766.30 ,1862.10 ,65829.60 ,11983400.10 ,15033229.80 ,179900.40 ,952.20 ,24.30 ,24.90 ,391.50 ,6055.50 ,12.60 ,16.80 ,905.70 ,11717.40 ,0.60 ,1.20 ,1176.00 ,870.00 ,4174.20 ,2151.60 ,8.70 ,12.90 ,0.00 ,0.30 ,94.80 ,30.60 ,7.80 ,1.20 ,0.60 ,0.00 ,0.60 ,0.30 
Scotland,10.50 ,0.00 ,569.40 ,1666713.60 ,779577.00 ,1098.30 ,225638.10 ,7001491.50 ,9524007.90 ,101895.90 ,711.90 ,11.10 ,28.20 ,154.80 ,4499.70 ,6.30 ,18.60 ,637.80 ,6541.80 ,0.30 ,0.30 ,1066.50 ,539.70 ,2502.60 ,1258.20 ,1.50 ,10.50 ,0.00 ,0.30 ,62.10 ,48.60 ,2.70 ,0.60 ,0.00 ,0.60 ,0.90 ,0.90 
Scotland,13.80 ,0.00 ,580.80 ,1830245.10 ,979452.60 ,795.00 ,146454.00 ,9104832.90 ,12305587.50 ,123670.80 ,749.40 ,10.50 ,15.30 ,166.80 ,4581.90 ,10.50 ,16.50 ,675.90 ,8793.30 ,0.30 ,0.60 ,965.40 ,660.30 ,3304.50 ,1419.60 ,4.50 ,9.60 ,0.00 ,0.60 ,80.10 ,72.00 ,4.50 ,0.00 ,0.30 ,0.60 ,0.60 ,0.60 
Scotland,4.50 ,0.00 ,301.20 ,1441964.40 ,785522.10 ,1387.50 ,214675.50 ,7178183.70 ,9683233.50 ,90603.00 ,712.50 ,6.30 ,15.30 ,206.40 ,3943.20 ,6.90 ,13.20 ,562.20 ,7122.00 ,0.30 ,0.30 ,1205.10 ,523.20 ,2633.10 ,919.80 ,1.80 ,7.20 ,0.00 ,0.30 ,64.50 ,29.40 ,3.00 ,0.60 ,0.30 ,0.30 ,0.90 ,0.60 
Scotland,21.90 ,0.00 ,686.40 ,2257506.60 ,1154756.70 ,1620.30 ,109984.80 ,11033026.50 ,14724994.20 ,128566.80 ,869.10 ,10.80 ,23.70 ,240.00 ,7100.70 ,12.60 ,20.40 ,881.70 ,12568.50 ,0.90 ,0.90 ,1283.40 ,825.60 ,4099.20 ,1457.70 ,9.60 ,13.50 ,0.30 ,0.30 ,94.20 ,130.50 ,8.70 ,0.30 ,0.60 ,3.30 ,3.30 ,3.00 
Scotland,30.30 ,0.00 ,843.90 ,2731626.60 ,1256440.50 ,1470.00 ,77129.10 ,11033006.70 ,15348830.70 ,80610.60 ,663.30 ,15.60 ,41.10 ,233.40 ,7884.90 ,14.40 ,18.30 ,972.90 ,12282.60 ,0.60 ,0.30 ,1246.20 ,905.40 ,3833.10 ,1491.60 ,17.10 ,16.80 ,0.30 ,0.60 ,90.60 ,55.80 ,14.10 ,2.40 ,0.60 ,1.20 ,1.20 ,1.20 
Scotland,23.70 ,0.00 ,744.90 ,2065053.90 ,875537.70 ,1766.10 ,48660.00 ,7878471.90 ,9698830.20 ,119853.00 ,674.10 ,10.80 ,37.50 ,150.60 ,4494.90 ,6.30 ,12.60 ,619.20 ,8196.30 ,0.30 ,1.20 ,1042.20 ,606.60 ,2594.70 ,1857.30 ,14.70 ,11.70 ,0.30 ,0.30 ,64.50 ,45.30 ,11.40 ,2.10 ,0.30 ,0.60 ,0.90 ,0.90 
Scotland,3.30 ,0.00 ,162.30 ,4184026.50 ,938051.40 ,2468.40 ,110484.60 ,8208312.90 ,11243915.10 ,104298.30 ,590.40 ,26.10 ,17.10 ,709.50 ,6984.30 ,6.90 ,81.60 ,473.70 ,11261.70 ,0.60 ,0.00 ,1373.40 ,745.50 ,2442.30 ,2469.60 ,4.20 ,5.10 ,0.30 ,1.20 ,69.90 ,121.20 ,3.60 ,0.00 ,0.00 ,0.00 ,0.30 ,0.00 
